ts,token,islem_ts,tur,cuzdan,usd,tx
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:13:21Z,sat,3ovzRVvzCdrRcf7gBrtQMipvFrWXpe7bdVsrTeBxn3Za,3828.41,3BiuWsyiNa3Q3chLfNaf4W8aNAvCYiK3jHhzfvcoVunXjX6p7W7Xgej6TRPHK11XYuUb4SnUUj3tZcZgcC3uF5CC
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:13:11Z,sat,5STqYFgnR7R8N8vnJ9iyzTpCDxkGzdJZXYNcCkyzHXR,6196.37,4xa198AT66WCxs3yz2YpktXRDREpPibc2Z6Ry5iNiuT1qbd2Srp3PHQ44qyv3rB6kAafb4KB3aVFkqUy67Z1gpBK
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:13:11Z,al,CTfRgR9o5ZYRnKUBcRjvJmHnyAg7iGGhk1ctCnJSv454,3678.39,3P9PJZWsDV4q7eVUiiTCyhhrSfmoknTWZPUQgtBEVsgnhHhG1i7JmHzGjwyXR6bsryn82E8hHir3omS9ZFHvf6oo
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:13:06Z,al,DtDTw1Umo8ApEhFtG1u8NneKuicbiF1GnuGgir1gq9nG,4777.14,37Mry2abA788UFhdnbeoCGE3dYT8286KiKCitBmSBCQ7H6fnBJ1qBxAo31CdMbtf3VJuvZ9wriuDWUgQ3PhxUnGY
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:13:06Z,sat,5STqYFgnR7R8N8vnJ9iyzTpCDxkGzdJZXYNcCkyzHXR,6959.44,21sbxYfqnKE7y269w4hGmB7KP5oGSgauvMZWoATo3VjyDYCYqBbSraSzbmjMbjhnGEhRGYb9aR6P94Z1wuQ75H7F
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:13:06Z,al,A5B2YCXV8az4gV38yfQeNnkfGBcLVDxduZxxFCRZzmjQ,2758.51,5k4rHjcN66SrcX7VmoG6uHTT4U1yv3U4MdK6gZByDowFTzxz5duJJeja5h5tsT3FUDNmK1UQvqsTpXPE1p5KKQjY
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:13:06Z,sat,BeLF4k1QAc2dAenuK9ovHuFvbXEkQU7autKye35Apvy5,4196.38,3qHjcahr8fXhLjWHVinFuf5PtWTZRNfNCzYswvi42QkgFU6fZFzSpSqfnbzJ7nuiqxep2UvwjAHVsoYNSQGTad7x
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:13:03Z,al,H8hoAVtfdAsu1bgFfdz4F46rCZ15bYDTGDBvNo2hxtdR,3810.63,5dKeCw4UGZmqa8EwkyKeQpvjYe5mmNzMH8EfsxadQHFgzG1a3cFEkqMu4KKs4YNhmgs3mxWcPnNNqvRFktSyhZDt
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:13:03Z,sat,BeLF4k1QAc2dAenuK9ovHuFvbXEkQU7autKye35Apvy5,6320.12,2k9jeWzChF2TK43suG5ThryozuK5MW4NQEB6w5SykZQkDozuJTYPMWXeMaBPLshcQsDsHpyC3PGpKNjRDPfUbPHK
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:12:59Z,sat,912EdfHoR7TJo7nJmhvf241aGdHMGkZNQKbhCZcL9yke,5656.81,5EBPKV97dUDWmACNyezhCT3T56SD5ut4CHssY6FMMquYXAtzjRYY6jXmq7CiXLB8vNma7eEhMAhrbgar7YFyWdR5
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:12:59Z,al,3nBYYf6Aix2SkqAJMxVWU13E4P8firFYGHedjdaGTtM5,2770.47,5AeJeXMco74BLFAB1w31zaepL1JrA16ZGur3MEs87kgfGC6zb7vnudpSFuYpq1cwP3GsQcyMJy8sDFnMACqfBm3r
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:12:59Z,al,Hy9yXobD5idFn6fyddvPna4K3Bm12K4QTLMPZ41QPAkW,2824.08,52cfZFRp3JMPwbMUXnJHdC12XT2AuPN4vgSYJ5mCou6LveBhDLVtnMh8SJKpdB5SzPaSTicqjMsvawqZm2mxHmrF
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:12:56Z,al,D1z8dxRV5tswynJWwU1XpxKVvF7XDefsmosZr2qXN5ZM,2627.53,5wGMvxXRGF7HrVwt8B6aSj3tiZJPTK4ADLgBBtAc95o5c3G4NJvqSM9PJA9r3jTZFdsbKWAtKdAN6Ka3JFF4sow
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:12:56Z,al,GymkG7i3vkC1wVd1utzMWoFXKXi9zCNDfhZFiU5cCCKw,3631.12,4Gza4HZzgC2G8PRjoaYiqCZZbzEkdv41UmHXoRkmFEsLrHYkZLQDrzMmT2eYYRMv9p73i3X7iUMp5pxBj1t1mp8H
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:12:56Z,sat,912EdfHoR7TJo7nJmhvf241aGdHMGkZNQKbhCZcL9yke,6335.62,33yCfH8HLPahc91BHdpqXLAd89RPBkvTTmceRgFtVxkhZjdT6tDfzYYx5bogS69r654hHxEJJyGVnp3i34RNoHVk
1789951113,Gp964s94AJqgME6DYj61FjiP719NWeT9rzBZwuX3pump,2026-09-20T18:12:55Z,al,3ovzRVvzCdrRcf7gBrtQMipvFrWXpe7bdVsrTeBxn3Za,3540.74,3SRnpbybaFxtMv9n8fX4xkHiXnGWXviTayHAkNNSXTDxEPNzykioLtTAweqp4L3KoqbKFJJiCprwhR5xoSujVNs6
